ID SERVIÇO;PROCESSO;SEI;TIPO;ANALISTA;ORGAO RESPONSAVEL;ANALISE;ANO;VIA;UF;DATA FINALIZACAO;DESCRICAO SERVICO;QUANTITATIVO INICIAL;UNIDADE INICIAL;PRECO UNITARIO INICIAL;MES BASE INICIAL;ANO BASE INICIAL;PRECO TOTAL INICIAL;QUANTITATIVO FINAL;UNIDADE FINAL;PREÇO UNITARIO FINAL;MES BASE FINAL;ANO BASE FINAL;PRECO TOTAL FINAL;MODALIDADE;TIPO DE INDICE;INDICE INICIAL;INDICE FINAL;INDICE ATUAL;ECONOMIA ATUAL;PESO POR UF;VARIACAO FINAL X INICIAL ATUAL;VARIACAO PONDERADA ATUAL
284;50616.000217/2018-97;3746924;PE;Pedro Henrique;FGV;AT n. 41/2019;2019;BR-470;SC;02/08/2019;Placa de advertência para sinalização de obras montada em suporte metálico móvel, L= 1,25 m e H= 0,40 m.;8;und;R$ 51,62;Outubro;2018;R$ 486,39;8;und;R$ 51,63;Outubro;2018;R$ 486,49;RODOVIÁRIO;IGP-DI;708,694;708,694;834,713;R$ 0,09;0,00%;0,02%;0,00%
285;50616.000217/2018-97;3746924;PE;Pedro Henrique;FGV;AT n. 41/2019;2019;BR-470;SC;02/08/2019;Placa de advertência para sinalização de obras montada em suporte metálico móvel, L= 1,50 m e H= 1,00 m.;6;und;R$ 83,30;Outubro;2018;R$ 588,67;6;und;R$ 83,31;Outubro;2018;R$ 588,74;RODOVIÁRIO;IGP-DI;708,694;708,694;834,713;R$ 0,07;0,00%;0,01%;0,00%
286;50616.000217/2018-97;3746924;PE;Pedro Henrique;FGV;AT n. 41/2019;2019;BR-470;SC;02/08/2019;Placa de regulamentação para sinalização de obras montada em suporte metálico móvel, R1 lado 0,25 m. ;2;und;R$ 40,59;Outubro;2018;R$ 95,62;2;und;R$ 40,58;Outubro;2018;R$ 95,59;RODOVIÁRIO;IGP-DI;708,694;708,694;834,713;-R$ 0,02;0,00%;-0,02%;0,00%
287;50616.000217/2018-97;3746924;PE;Pedro Henrique;FGV;AT n. 41/2019;2019;BR-470;SC;02/08/2019;Desgalhamento, corte em toras e empilhamento de árvores. ;2713,23;m³;R$ 61,26;Outubro;2018;R$ 195.768,14;2713,23;m³;R$ 61,20;Outubro;2018;R$ 195.576,40;RODOVIÁRIO;IGP-DI;708,694;708,694;834,713;-R$ 191,74;0,07%;-0,10%;0,00%
288;50605.003615/2018-94;3804458;PE;Pedro Henrique;FGV;AT n. 43/2019;2019;BR-135;BA;12/08/2019;Remoção dos postes de energia elétrica existentes na Rodovia.;1;global;R$ 1.221.379,99;Abril;2019;R$ 1.414.609,17;1;global;R$ 1.066.460,99;Abril;2019;R$ 1.235.181,11;RODOVIÁRIO;IGP-DI;720,695;720,695;834,713;-R$ 179.428,06;10,15%;-12,68%;-1,29%
289;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Fornecimento e assentamento de muro tipo terramesh ou similar 1 x 0,5 m, com reforço horizontal L= 5,0 m – ZN/AL – D= 2,7 mm – pedra de mão comercial. ;78;m³;R$ 1.260,95;Maio;2018;R$ 121.321,19;78;m³;R$ 1.028,23;Maio;2018;R$ 98.930,24;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 22.390,95;0,11%;-18,46%;-0,02%
290;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Fornecimento e assentamento de muro tipo terramesh ou similar 1 x 1 m, com reforço horizontal L= 4,0 m – ZN/AL – D= 2,7 mm – pedra de mão comercial.;102;m³;R$ 1.399,39;Maio;2018;R$ 176.069,10;102;m³;R$ 689,31;Maio;2018;R$ 86.727,93;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 89.341,18;0,10%;-50,74%;-0,05%
291;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Fornecimento e assentamento de muro tipo terramesh ou similar 1 x 0,5 m, com reforço horizontal L= 4,0 m – ZN/AL – D= 2,7 mm – pedra de mão comercial.;26;m³;R$ 1.178,65;Maio;2018;R$ 37.800,92;26;m³;R$ 933,76;Maio;2018;R$ 29.946,97;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 7.853,96;0,03%;-20,78%;-0,01%
292;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Proteção de taludes rochosos com telas metálicas confeccionadas em cabos de alta resistência, com long. à tração de 290 Kn/M, tipo HEA Panel Maccaferri ou similar. ;1438,9;m²;R$ 372,03;Maio;2018;R$ 660.317,47;1438,9;m²;R$ 392,20;Maio;2018;R$ 696.117,28;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 35.799,81;0,78%;5,42%;0,04%
293;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Concreto projetado Fck= 25 Mpa via seca aplicado em superfícies inclinadas de 60º a 90º com fibras de aço tipo Wirand ou similar. ;217,6;m³;R$ 1.536,69;Maio;2018;R$ 412.467,15;217,6;m³;R$ 1.181,75;Maio;2018;R$ 317.196,74;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 95.270,41;0,35%;-23,10%;-0,08%
294;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Fornecimento e instalação de Macdrain FP 2 l 20.2 ou similar. ;905,6;m²;R$ 19,87;Maio;2018;R$ 22.196,19;905,6;m²;R$ 20,02;Maio;2018;R$ 22.363,75;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 167,56;0,02%;0,75%;0,00%
295;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Carga, transporte e descarte de materiais em bota-fora licenciado. ;6064,05;t;R$ 77,07;Maio;2018;R$ 576.490,75;6064,05;t;R$ 75,25;Maio;2018;R$ 562.876,98;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 13.613,77;0,63%;-2,36%;-0,01%
296;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Descarte de material excedente de terraplenagem em bota-fora licenciado. ;5231,51;t;R$ 62,48;Maio;2018;R$ 403.192,36;5231,51;t;R$ 62,48;Maio;2018;R$ 403.192,36;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713; R$-   ;0,45%;0,00%;0,00%
297;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Descarte de material excedente de terraplenagem (blocos de rocha em bota-fora licenciado). ;120;t;R$ 79,40;Maio;2018;R$ 11.752,92;120;t;R$ 77,66;Maio;2018;R$ 11.495,37;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 257,56;0,01%;-2,19%;0,00%
298;50607.000607/2019-57;3829605;PE;Leonardo Bezerra;FGV;AT n. 42/2019;2019;BR-101;RJ;14/08/2019;Barreira de siltagem. ;30;m;R$ 23,86;Maio;2018;R$ 882,95;30;m;R$ 23,86;Maio;2018;R$ 882,95;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713; R$-   ;0,00%;0,00%;0,00%
299;50607.000074-2011-56;3820272;PE;Gabriel Assunção;FGV;AT n. 45/2019;2019;BR-465;RJ;14/08/2019;Pino d=30,5cm para estaca inclinada. ;157,62;m;R$ 776,39;Novembro;2016;R$ 157.498,93;157,62;m;R$ 632,81;Novembro;2016;R$ 128.372,21;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;-R$ 29.126,72;0,14%;-18,49%;-0,03%
300;50607.000074-2011-56;3820272;PE;Gabriel Assunção;FGV;AT n. 45/2019;2019;BR-465;RJ;14/08/2019;Lançamento de travessia de concreto para passarela.  ;136;und;R$ 6.300,03;Novembro;2016;R$ 1.102.726,66;136;und;R$ 3.196,66;Novembro;2016;R$ 559.527,84;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;-R$ 543.198,81;0,62%;-49,26%;-0,31%
301;50607.000074-2011-56;3820272;PE;Gabriel Assunção;FGV;AT n. 45/2019;2019;BR-465;RJ;14/08/2019;Execução de abrigo de ônibus. ;8;und;R$ 6.192,95;Novembro;2016;R$ 63.763,76;8;und;R$ 6.013,76;Novembro;2016;R$ 61.918,79;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;-R$ 1.844,97;0,07%;-2,89%;0,00%
302;50607.000074-2011-56;3820272;PE;Gabriel Assunção;FGV;AT n. 45/2019;2019;BR-465;RJ;14/08/2019;Estaca raiz DN = 31 cm em solo.  ;857,6;m;R$ 351,79;Novembro;2016;R$ 388.288,57;857,6;m;R$ 350,84;Novembro;2016;R$ 387.240,01;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;-R$ 1.048,56;0,43%;-0,27%;0,00%
303;50607.000074-2011-56;3820272;PE;Gabriel Assunção;FGV;AT n. 45/2019;2019;BR-465;RJ;14/08/2019;Estaca raiz DN = 41 cm em solo inclinada. ;738,54;m;R$ 425,76;Novembro;2016;R$ 404.692,57;738,54;m;R$ 423,23;Novembro;2016;R$ 402.287,76;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;-R$ 2.404,81;0,45%;-0,59%;0,00%
304;50607.000074-2011-56;3820272;PE;Gabriel Assunção;FGV;AT n. 45/2019;2019;BR-465;RJ;14/08/2019;Confecção e colocação cabo 10 cord. D=12,7mm. ;5222;kg;R$ 23,02;Novembro;2016;R$ 154.713,62;5222;kg;R$ 21,73;Novembro;2016;R$ 146.043,74;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;-R$ 8.669,88;0,16%;-5,60%;-0,01%
305;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Sistema de conteção de talude com tela metálica (Sistema SteelGrid HR50 Link CMP - GalMac 4R + PVC) – resistência longitudinal a tração 90+7 kN/m e resistência a tração nominal ? 1770 MPa - fornecimento e instalação. (Faixa A - Curva ABC: 18,71%);27859;m²;R$ 478,99;Maio;2018;R$ 16.460.240,63;27859;m²;R$ 160,90;Maio;2018;R$ 5.529.244,28;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 10.930.996,35;6,17%;-66,41%;-4,10%
306;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Chumbador de aço CA-50 – D= 25 mm – ancorado na rocha com injeção de nata de cimento – fornecimento, perfuração e instalação. (Faixa A - Curva ABC: 13,78%);35129;m;R$ 63,03;Maio;2018;R$ 2.731.223,90;35129;m;R$ 94,00;Maio;2018;R$ 4.073.219,84;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 1.341.995,94;4,54%;49,14%;2,23%
307;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Dreno sub-horizontal – DSH 01 – material de 3ª categoria. ;256;m;R$ 149,97;Maio;2018;R$ 47.357,48;256;m;R$ 149,97;Maio;2018;R$ 47.357,48;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713; R$-   ;0,05%;0,00%;0,00%
308;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Sistema Steel Grid MO 200 Link CMP - GalMac 4R + PVC com resistência longitudinal a tração de 55+5kN/m;2556;m²;R$ 446,98;Maio;2018;R$ 1.409.266,57;2556;m²;R$ 132,54;Maio;2018;R$ 417.880,42;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 991.386,15;0,47%;-70,35%;-0,33%
309;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Revestimento superficial com geomanta reforçada composta por filamentos de polipropileno – inclusive fornecimento e instalação. (Faixa B - Curva ABC: 1,91%);6459,18;m²;R$ 113,57;Maio;2018;R$ 904.867,99;6459,18;m²;R$ 28,23;Maio;2018;R$ 224.922,28;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 679.945,71;0,25%;-75,14%;-0,19%
310;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Chumbador de aço CA-50 – D= 32 mm – ancorado na rocha com injeção de nata de cimento, com capacidade de 350 kn – exceto perfuração e ancoragem. ;1554;m;R$ 181,42;Maio;2018;R$ 347.760,61;1554;m;R$ 75,96;Maio;2018;R$ 145.606,30;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 202.154,30;0,16%;-58,13%;-0,09%
311;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Revestimento superficial com geomanta reforçada composta por filamentos de polipropileno – inclusive fornecimento e instalação. ;1060,5;m²;R$ 145,81;Maio;2018;R$ 190.740,18;1060,5;m²;R$ 61,62;Maio;2018;R$ 80.607,71;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 110.132,47;0,09%;-57,74%;-0,05%
312;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Canaleta de concreto – seção de 40 x 60 cm – espessura de 10 cm – apoiada em toda a extensão. ;523;m;R$ 483,81;Maio;2018;R$ 402.234,16;674;m;R$ 242,21;Maio;2018;R$ 201.370,65;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 200.863,50;0,22%;-49,94%;-0,11%
313;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Canaleta de concreto – seção de 40 x 50 cm – espessura de 10 cm – apoiada em toda a extensão. ;1022;m;R$ 456,38;Maio;2018;R$ 508.907,96;904;m;R$ 234,69;Maio;2018;R$ 261.702,11;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 247.205,85;0,29%;-48,58%;-0,14%
314;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Bateria de ralos – grelha e caixilho de concreto armado, sendo as dimensões externas da grelha (0,30 x 0,90) m e do caixilho (1,00 x 0,40) m – fornecimento e assentamento. ;9;und;R$ 540,72;Maio;2018;R$ 6.669,86;10;und;R$ 539,74;Maio;2018;R$ 6.657,77;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 12,09;0,01%;-0,18%;0,00%
315;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Bateria de ralos – canaleta de concreto – seção de 40 x 60 cm. ;10;m;R$ 1.022,34;Maio;2018;R$ 13.871,78;11;m;R$ 683,42;Maio;2018;R$ 9.273,09;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 4.598,69;0,01%;-33,15%;0,00%
316;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Destinação de material inerte em local licenciado (material de 1ª categoria) – CTR seropédica. (Faixa A - Curva ABC: 10,26%);46389,3;t;R$ 84,97;Maio;2018;R$ 5.458.380,31;52077,96;t;R$ 82,76;Maio;2018;R$ 5.316.412,32;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 141.967,99;5,93%;-2,60%;-0,15%
317;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Destinação de material inerte em local licenciado (material de 3ª categoria) – CTR seropédica. (Faixa A - Curva ABC: 5,19%);22178,65;t;R$ 89,94;Maio;2018;R$ 2.493.609,72;22476,64;t;R$ 83,99;Maio;2018;R$ 2.328.644,44;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 164.965,29;2,60%;-6,62%;-0,17%
318;50607.002384/2018-81;3830425;PE;Gleydson Viegas;DNIT;AT n. 47/2019;2019;BR-101;RJ;15/08/2019;Destinação de material inerte em local licenciado (material demolido) – CTR seropédica. ;771,75;t;R$ 84,05;Maio;2018;R$ 79.015,26;762,13;t;R$ 81,78;Maio;2018;R$ 76.881,24;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 2.134,02;0,09%;-2,70%;0,00%
319;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento e instalação de dispositivo DPS Classe II, 1 polo, tensão máxima de 175 V, corrente máxima de *45* KA (Tipo AC). ;92;und;R$ 100,17;Novembro;2018;R$ 10.979,74;92;und;R$ 86,45;Novembro;2018;R$ 9.475,87;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 1.503,86;0,22%;-13,70%;-0,03%
320;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento e instalação de cabo de cobre PP 3 x 2,5 mm2 0,6/1 KV. ;4654,5;m;R$ 10,87;Novembro;2018;R$ 60.279,41;4654,5;m;R$ 10,90;Novembro;2018;R$ 60.445,78;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;R$ 166,36;1,37%;0,28%;0,00%
321;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento e instalação de caixa de proteção metálica para comando e proteção da iluminação pública. ;29;und;R$ 255,68;Novembro;2018;R$ 8.834,08;29;und;R$ 247,90;Novembro;2018;R$ 8.565,27;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 268,81;0,19%;-3,04%;-0,01%
322;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento e instalação de conector tipo cunha CN 13 vermelho. ;48;und;R$ 11,64;Novembro;2018;R$ 665,67;48;und;R$ 5,57;Novembro;2018;R$ 318,54;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 347,13;0,01%;-52,15%;0,00%
323;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento e instalação de arame galvanizado 12 BWG, 2,76 mm (0,048 kg/m). ;9,74;kg;R$ 0,85;Novembro;2018;R$ 9,86;9,74;kg;R$ 0,91;Novembro;2018;R$ 10,56;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;R$ 0,70;0,00%;7,06%;0,00%
324;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento de eletroduto Pead flexível parede simples, corrugação helicoidal, cor preta, sem rosca, de 1 ¼”, para cabeamento subterrâneo (BR 15715). ;9871,5;m;R$ 3,28;Novembro;2018;R$ 38.576,55;9871,5;m;R$ 12,30;Novembro;2018;R$ 144.662,07;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;R$ 106.085,52;3,29%;275,00%;9,04%
325;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento e instalação de conector de derivação perfurante para cabo de cobre de 10 mm2 para 2,5 mm2. ;84;und;R$ 18,75;Novembro;2018;R$ 1.876,49;84;und;R$ 19,25;Novembro;2018;R$ 1.926,53;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;R$ 50,04;0,04%;2,67%;0,00%
326;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento e instalação de conector de contator bipolar 32 A. ;46;und;R$ 283,44;Novembro;2018;R$ 15.534,07;46;und;R$ 214,36;Novembro;2018;R$ 11.748,11;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 3.785,96;0,27%;-24,37%;-0,07%
327;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento de luminária de led para iluminação pública 150 w, variação 10% potência, temp. de cor: mínimo 5.000 k, IRC: > 70, tensão de entrada: bivolt, fator de potência: > 0,95, proteção contra surto: 10 kv, vida útil: mínimo 50.000 hs, índice de proteção (IP): mínimo IP 66, fluxo luminoso: mínimo 17.250 lm, corpo: carcaça de alumínio. ;1071;und;R$ 1.024,16;Novembro;2018;R$ 1.306.843,87;1071;und;R$ 939,58;Novembro;2018;R$ 1.198.918,49;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 107.925,38;27,23%;-8,26%;-2,25%
328;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento de poste colapsível – conforme norma ABNT NBR 15486:2016/EN 12767 com 10 m de altura livre e enterrado 2 m no chão com braço de 1,5 m comprimento 2 m de altura, totalizando altura livre do solo 12 m, fabricado em aço magnelis da Arcelor Mittal com até 25 anos de garantia contra corrosão.  ;19;und;R$ 10.585,85;Novembro;2018;R$ 239.632,52;19;und;R$ 1.987,77;Novembro;2018;R$ 44.997,27;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 194.635,25;1,02%;-81,22%;-0,83%
329;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento de poste colapsível – conforme norma ABNT NBR 15486:2016/EN 12767 com 10 m com alongador de 2 m, totalizando altura livre do solo 12 m, fabricado em aço magnelis da Arcelor Mittal com até 25 anos de garantia contra corrosão.;344;und;R$ 10.585,85;Novembro;2018;R$ 4.338.609,90;344;und;R$ 1.987,77;Novembro;2018;R$ 814.687,40;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 3.523.922,50;18,50%;-81,22%;-15,03%
330;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento e instalação de cabo de alumínio multiplexado com isolação em XLPE 3 x 1 x 120 + 70 (veias coloridas). ;222;m;R$ 54,42;Novembro;2018;R$ 14.393,88;222;m;R$ 44,08;Novembro;2018;R$ 11.658,99;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 2.734,89;0,26%;-19,00%;-0,05%
331;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento poste ornamental para iluminação pública de aço galvanizado a fogo cônico, H= 12 m, flangeado, pintado, com janela de inspeção com braço simples C= 1,5 m, formato asa de borboleta. ;20;und;R$ 3.847,41;Novembro;2018;R$ 91.677,95;20;und;R$ 1.334,71;Novembro;2018;R$ 31.804,12;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 59.873,83;0,72%;-65,31%;-0,47%
332;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento de suporte circular topo para instalação de três pétalas. ;344;und;R$ 100,71;Novembro;2018;R$ 41.275,99;344;und;R$ 153,39;Novembro;2018;R$ 62.866,88;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;R$ 21.590,89;1,43%;52,31%;0,75%
333;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Caixa de passagem 20 x 20 x 25 fundo brita com tampa. ;392;und;R$ 55,94;Novembro;2018;R$ 26.126,12;392;und;R$ 62,60;Novembro;2018;R$ 29.236,60;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;R$ 3.110,48;0,66%;11,91%;0,08%
334;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Fornecimento e instalação de chumbador de aço, ¾” x 700 mm, para postes de aço com base, incluso porca e arruela. ;20;und;R$ 281,59;Novembro;2018;R$ 6.709,86;20;und;R$ 118,07;Novembro;2018;R$ 2.813,43;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 3.896,43;0,06%;-58,07%;-0,04%
335;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Retirada de luminária externa instalada em poste – núcleo 3 pétalas.;15;und;R$ 62,12;Novembro;2018;R$ 1.110,17;15;und;R$ 68,00;Novembro;2018;R$ 1.215,25;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;R$ 105,08;0,03%;9,47%;0,00%
336;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Retirada de lâmpada vapor de mercúrio, sódio ou mista. ;45;und;R$ 12,41;Novembro;2018;R$ 665,35;45;und;R$ 13,60;Novembro;2018;R$ 729,15;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;R$ 63,80;0,02%;9,59%;0,00%
337;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Remoção de reator em poste. ;45;und;R$ 41,41;Novembro;2018;R$ 2.220,16;45;und;R$ 45,32;Novembro;2018;R$ 2.429,79;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;R$ 209,63;0,06%;9,44%;0,01%
338;50611.000766/2018-10;3845880;PE;Leonardo Bezerra;FGV;AT n. 46/2019;2019;BR-158;MT;16/08/2019;Retirada de poste de concreto, com transporte até 10 km. ;15;und;R$ 196,43;Novembro;2018;R$ 3.510,47;15;und;R$ 164,20;Novembro;2018;R$ 2.934,48;RODOVIÁRIO;IGP-DI;700,601;700,601;834,713;-R$ 575,99;0,07%;-16,41%;-0,01%
339;50600.025942/2019-28;3863483;PATO;Gabriel Assunção;FGV;AT n. 47/2019;2019;BR-156;AP;20/08/2019;Estaca (0,30 x 0,30)m.;1280,4;m³;R$ 701,30;Outubro;2018;R$ 1.057.615,79;1280,4;m;R$ 222,60;Outubro;2018;R$ 335.698,38;RODOVIÁRIO;IGP-DI;708,694;708,694;834,713;-R$ 721.917,41;11,62%;-68,26%;-7,93%
340;50600.025942/2019-28;3863483;PATO;Gabriel Assunção;FGV;AT n. 47/2019;2019;BR-156;AP;20/08/2019;Transversina (0,30 x 0,30)m.;178,2;m;R$ 526,79;Outubro;2018;R$ 110.566,52;178,2;m;R$ 230,51;Outubro;2018;R$ 48.381,12;RODOVIÁRIO;IGP-DI;708,694;708,694;834,713;-R$ 62.185,40;1,67%;-56,24%;-0,94%
341;50600.025942/2019-28;3863483;PATO;Gabriel Assunção;FGV;AT n. 47/2019;2019;BR-156;AP;20/08/2019;Longarina (0,30 x 0,30)m.;1150;m;R$ 503,22;Outubro;2018;R$ 681.607,18;1150;m;R$ 219,69;Outubro;2018;R$ 297.568,22;RODOVIÁRIO;IGP-DI;708,694;708,694;834,713;-R$ 384.038,96;10,30%;-56,34%;-5,80%
342;50600.025942/2019-28;3863483;PATO;Gabriel Assunção;FGV;AT n. 47/2019;2019;BR-156;AP;20/08/2019;Balancin (0,30 x 0,30)m.;443,8;m;R$ 520,90;Outubro;2018;R$ 272.282,72;443,8;m;R$ 218,59;Outubro;2018;R$ 114.260,47;RODOVIÁRIO;IGP-DI;708,694;708,694;834,713;-R$ 158.022,25;3,96%;-58,04%;-2,30%
